iter	Passed	Remaining
1671	21051	104856
1672	21064	104845
1673	21074	104817
1674	21087	104808
1675	21101	104802
1676	21115	104798
1677	21125	104770
1678	21141	104773
1679	21153	104759
1680	21166	104747
1681	21179	104740
1682	21195	104744
1683	21208	104731
1684	21219	104712
1685	21229	104686
1686	21238	104658
1687	21253	104654
1688	21262	104627
1689	21276	104618
1690	21287	104601
1691	21302	104597
1692	21314	104584
1693	21324	104556
1694	21339	104555
1695	21353	104550
1696	21364	104531
1697	21378	104524
1698	21392	104520
1699	21400	104485
1700	21412	104466
1701	21421	104438
1702	21432	104419
1703	21446	104414
1704	21455	104385
1705	21465	104356
1706	21474	104328
1707	21490	104332
1708	21503	104323
1709	21513	104295
1710	21522	104268
1711	21534	104250
1712	21544	104224
1713	21553	104196
1714	21566	104186
1715	21579	104175
1716	21588	104146
1717	21603	104145
1718	21609	104102
1719	21619	104073
1720	21630	104053
1721	21639	104026
1722	21654	104026
1723	21664	103998
1724	21673	103970
1725	21687	103963
1726	21698	103945
1727	21711	103933
1728	21720	103906
1729	21734	103898
1730	21742	103863
1731	21755	103852
1732	21768	103844
1733	21779	103825
1734	21791	103806
1735	21803	103794
1736	21812	103765
1737	21823	103743
1738	21837	103736
1739	21850	103727
1740	21861	103707
1741	21873	103690
1742	21887	103688
1743	21896	103654
1744	21903	103619
1745	21915	103601
1746	21926	103583
1747	21939	103571
1748	21951	103559
1749	21964	103547
1750	21975	103527
1751	21983	103491
1752	21994	103473
1753	22005	103455
1754	22015	103427
1755	22027	103415
1756	22039	103398
1757	22048	103371
1758	22063	103367
1759	22071	103336
1760	22085	103328
1761	22097	103314
1762	22110	103304
1763	22122	103287
1764	22133	103270
1765	22141	103232
1766	22150	103206
1767	22161	103188
1768	22175	103181
1769	22186	103162
1770	22200	103153
1771	22213	103143
1772	22225	103131
1773	22240	103126
1774	22251	103110
1775	22264	103100
1776	22279	103097
1777	22293	103089
1778	22307	103083
1779	22320	103073
1780	22331	103054
1781	22340	103028
1782	22351	103009
1783	22365	103002
1784	22379	102994
1785	22394	102995
1786	22404	102969
1787	22417	102958
1788	22431	102952
1789	22440	102926
1790	22450	102900
1791	22466	102902
1792	22475	102876
1793	22483	102843
1794	22491	102810
1795	22501	102784
1796	22508	102747
1797	22520	102730
1798	22532	102718
1799	22542	102694
1800	22556	102685
1801	22569	102678
1802	22583	102671
1803	22597	102667
1804	22609	102650
1805	22622	102641
1806	22628	102599
1807	22643	102598
1808	22656	102587
1809	22669	102575
1810	22681	102562
1811	22695	102557
1812	22708	102544
1813	22721	102535
1814	22731	102509
1815	22741	102488
1816	22756	102487
1817	22769	102476
1818	22782	102465
1819	22792	102438
1820	22802	102418
1821	22812	102392
1822	22825	102381
1823	22838	102371
1824	22849	102352
1825	22862	102342
1826	22877	102339
1827	22892	102340
1828	22903	102319
1829	22914	102300
1830	22923	102274
1831	22937	102267
1832	22953	102269
1833	22966	102259
1834	22979	102248
1835	22990	102230
1836	23003	102220
1837	23018	102216
1838	23032	102212
1839	23047	102209
1840	23056	102184
1841	23072	102183
1842	23081	102157
1843	23096	102153
1844	23105	102128
1845	23119	102122
1846	23130	102102
1847	23144	102096
1848	23152	102064
1849	23160	102032
1850	23169	102001
1851	23178	101975
1852	23191	101967
1853	23204	101956
1854	23218	101950
1855	23232	101944
1856	23242	101918
1857	23255	101906
1858	23262	101870
1859	23274	101857
1860	23282	101824
1861	23290	101792
1862	23305	101788
1863	23316	101771
1864	23328	101759
1865	23337	101727
1866	23343	101688
1867	23356	101678
1868	23372	101681
1869	23385	101671
1870	23397	101657
1871	23407	101632
1872	23422	101632
1873	23435	101621
1874	23444	101591
1875	23456	101578
1876	23469	101566
1877	23483	101563
1878	23492	101532
1879	23505	101523
1880	23515	101499
1881	23527	101487
1882	23540	101475
1883	23553	101463
1884	23565	101448
1885	23579	101446
1886	23588	101415
1887	23601	101406
1888	23614	101397
1889	23630	101399
1890	23643	101386
1891	23656	101376
1892	23671	101374
1893	23683	101361
1894	23697	101355
1895	23709	101338
1896	23724	101337
1897	23731	101303
1898	23744	101291
1899	23751	101256
1900	23763	101242
1901	23776	101229
1902	23790	101224
1903	23800	101203
1904	23813	101193
1905	23825	101175
1906	23837	101162
1907	23847	101137
1908	23856	101113
1909	23868	101096
1910	23879	101080
1911	23889	101054
1912	23900	101036
1913	23909	101010
1914	23917	100978
1915	23928	100960
1916	23940	100943
1917	23952	100931
1918	23964	100914
1919	23975	100898
1920	23983	100867
1921	23997	100857
1922	24011	100851
1923	24022	100836
1924	24034	100819
1925	24045	100802
1926	24057	100785
1927	24068	100767
1928	24081	100759
1929	24092	100741
1930	24104	100724
1931	24116	100708
1932	24127	100692
1933	24139	100675
1934	24154	100673
1935	24165	100657
1936	24179	100651
1937	24188	100621
1938	24199	100605
1939	24215	100608
1940	24230	100605
1941	24240	100581
1942	24249	100556
1943	24258	100526
1944	24271	100516
1945	24282	100500
1946	24295	100489
1947	24310	100487
1948	24325	100484
1949	24337	100468
1950	24348	100452
1951	24361	100441
1952	24375	100434
1953	24384	100410
1954	24394	100386
1955	24407	100375
1956	24415	100344
1957	24428	100332
1958	24440	100320
1959	24453	100308
1960	24466	100296
1961	24478	100285
1962	24492	100276
1963	24503	100260
1964	24511	100230
1965	24523	100214
1966	24535	100198
1967	24544	100173
1968	24556	100157
1969	24567	100140
1970	24578	100123
1971	24586	100092
1972	24599	100081
1973	24612	100069
1974	24623	100052
1975	24635	100036
1976	24646	100019
1977	24658	100003
1978	24669	99987
1979	24682	99976
1980	24695	99965
1981	24710	99963
1982	24721	99947
1983	24734	99937
1984	24747	99924
1985	24759	99912
1986	24771	99894
1987	24784	99886
1988	24793	99858
1989	24805	99846
1990	24819	99840
1991	24831	99823
1992	24844	99813
1993	24850	99776
1994	24863	99764
1995	24877	99758
1996	24883	99720
1997	24889	99683
1998	24895	99645
1999	24903	99615
2000	24918	99610
2001	24932	99603
2002	24945	99596
2003	24960	99594
2004	24971	99576
2005	24985	99568
2006	24998	99557
2007	25011	99546
2008	25022	99530
2009	25034	99514
2010	25047	99505
2011	25061	99498
2012	25076	99494
2013	25089	99484
2014	25095	99447
2015	25109	99440
2016	25123	99433
2017	25136	99426
2018	25151	99422
2019	25165	99416
2020	25176	99397
2021	25190	99393
2022	25206	99393
2023	25220	99388
2024	25233	99376
2025	25244	99357
2026	25258	99350
2027	25268	99331
2028	25281	99320
2029	25295	99313
2030	25306	99294
2031	25318	99281
2032	25332	99275
2033	25348	99275
2034	25356	99246
2035	25370	99239
2036	25376	99202
2037	25383	99166
2038	25396	99155
2039	25410	99149
2040	25425	99146
2041	25438	99138
2042	25452	99130
2043	25465	99120
2044	25478	99112
2045	25493	99109
2046	25504	99089
2047	25510	99053
2048	25526	99052
2049	25536	99032
2050	25547	99013
2051	25562	99010
2052	25575	99001
2053	25590	98996
2054	25604	98991
2055	25618	98985
2056	25629	98965
2057	25639	98945
2058	25645	98908
2059	25656	98889
2060	25662	98852
2061	25672	98832
2062	25687	98826
2063	25700	98816
2064	25708	98788
2065	25722	98782
2066	25733	98762
2067	25744	98744
2068	25757	98736
2069	25770	98724
2070	25784	98718
2071	25794	98698
2072	25803	98669
2073	25816	98660
2074	25829	98650
2075	25842	98640
2076	25858	98640
2077	25873	98636
2078	25887	98632
2079	25901	98625
2080	25916	98621
2081	25924	98593
2082	25933	98566
2083	25948	98563
2084	25960	98552
2085	25973	98540
2086	25985	98524
2087	25998	98516
2088	26013	98511
2089	26027	98506
2090	26039	98490
2091	26051	98478
2092	26063	98464
2093	26074	98446
2094	26086	98431
2095	26100	98424
2096	26111	98408
2097	26125	98402
2098	26136	98382
2099	26147	98362
2100	26161	98357
2101	26169	98328
2102	26183	98322
2103	26198	98317
2104	26213	98315
2105	26227	98308
2106	26241	98304
2107	26250	98276
2108	26265	98273
2109	26279	98269
2110	26295	98268
2111	26308	98259
2112	26319	98241
2113	26327	98212
2114	26340	98201
2115	26352	98186
2116	26366	98181
2117	26381	98175
2118	26389	98147
2119	26402	98136
2120	26416	98129
2121	26425	98106
2122	26435	98082
2123	26449	98078
2124	26464	98074
2125	26473	98047
2126	26483	98029
2127	26492	98001
2128	26505	97990
2129	26518	97981
2130	26530	97967
2131	26543	97957
2132	26556	97947
2133	26567	97928
2134	26581	97922
2135	26596	97919
2136	26607	97902
2137	26620	97891
2138	26626	97855
2139	26639	97844
2140	26652	97833
2141	26663	97814
2142	26674	97798
2143	26688	97792
2144	26703	97786
2145	26711	97758
2146	26725	97753
2147	26738	97740
2148	26750	97730
2149	26760	97707
2150	26771	97688
2151	26779	97660
2152	26793	97652
2153	26805	97639
2154	26819	97631
2155	26830	97615
2156	26840	97592
2157	26853	97584
2158	26863	97561
2159	26877	97554
2160	26890	97546
2161	26904	97537
2162	26912	97509
2163	26927	97506
2164	26941	97498
2165	26947	97463
2166	26955	97436
2167	26969	97429
2168	26975	97394
2169	26990	97390
2170	26997	97356
2171	27003	97321
2172	27017	97315
2173	27026	97288
2174	27040	97281
2175	27054	97275
2176	27068	97269
2177	27082	97261
2178	27095	97251
2179	27101	97217
2180	27113	97201
2181	27127	97195
2182	27134	97165
2183	27141	97134
2184	27155	97125
2185	27168	97117
2186	27175	97082
2187	27181	97047
2188	27196	97045
2189	27211	97041
2190	27217	97007
2191	27228	96988
2192	27239	96971
2193	27245	96936
2194	27253	96909
2195	27266	96898
2196	27277	96879
2197	27287	96860
2198	27297	96838
2199	27303	96803
2200	27313	96782
2201	27327	96774
2202	27337	96755
2203	27347	96734
2204	27356	96707
2205	27366	96687
2206	27376	96668
2207	27389	96657
2208	27402	96646
2209	27412	96624
2210	27421	96602
2211	27436	96598
2212	27448	96585
2213	27458	96563
2214	27468	96544
2215	27482	96535
2216	27493	96520
2217	27508	96515
2218	27519	96497
2219	27534	96493
2220	27547	96485
2221	27556	96458
2222	27570	96454
2223	27579	96427
2224	27592	96419
2225	27605	96409
2226	27620	96403
2227	27631	96386
2228	27645	96379
2229	27656	96365
2230	27670	96357
2231	27685	96354
2232	27699	96346
2233	27710	96328
2234	27724	96320
2235	27737	96312
2236	27751	96304
2237	27764	96294
2238	27777	96284
2239	27790	96273
2240	27802	96261
2241	27812	96239
2242	27826	96233
2243	27837	96215
2244	27850	96203
2245	27865	96200
2246	27877	96189
2247	27891	96181
2248	27905	96174
2249	27918	96163
2250	27927	96140
2251	27942	96135
2252	27953	96120
2253	27963	96098
2254	27976	96087
2255	27989	96076
2256	28000	96061
2257	28015	96055
2258	28029	96051
2259	28042	96039
2260	28052	96017
2261	28063	96001
2262	28072	95979
2263	28084	95963
2264	28098	95958
2265	28110	95943
2266	28123	95931
2267	28131	95905
2268	28143	95889
2269	28158	95886
2270	28172	95880
2271	28185	95872
2272	28194	95847
2273	28209	95842
2274	28219	95820
2275	28231	95809
2276	28242	95792
2277	28253	95773
2278	28268	95771
2279	28281	95759
2280	28295	95754
2281	28303	95727
2282	28315	95710
2283	28329	95705
2284	28342	95696
2285	28355	95683
2286	28368	95674
2287	28381	95662
2288	28393	95648
2289	28403	95629
2290	28417	95621
2291	28426	95597
2292	28437	95581
2293	28450	95569
2294	28457	95541
2295	28471	95533
2296	28481	95514
2297	28494	95501
2298	28506	95488
2299	28515	95465
2300	28524	95442
2301	28533	95419
2302	28541	95391
2303	28552	95373
2304	28563	95355
2305	28574	95338
2306	28586	95326
2307	28595	95303
2308	28608	95290
2309	28617	95267
2310	28626	95244
2311	28633	95214
2312	28643	95195
2313	28658	95188
2314	28665	95160
2315	28680	95155
2316	28688	95128
2317	28703	95124
2318	28718	95120
2319	28731	95109
2320	28744	95099
2321	28758	95093
2322	28771	95082
2323	28785	95075
2324	28792	95045
2325	28799	95016
2326	28812	95006
2327	28827	95000
2328	28841	94993
2329	28850	94970
2330	28864	94963
2331	28875	94947
2332	28891	94945
2333	28904	94935
2334	28915	94918
2335	28926	94903
2336	28940	94893
2337	28954	94887
2338	28968	94881
2339	28982	94873
2340	28996	94865
2341	29009	94856
2342	29022	94845
2343	29039	94848
2344	29053	94843
2345	29062	94817
2346	29075	94808
2347	29086	94791
2348	29099	94782
2349	29114	94776
2350	29121	94746
2351	29135	94740
2352	29150	94735
2353	29164	94730
2354	29178	94722
2355	29192	94713
2356	29206	94706
2357	29220	94698
2358	29233	94691
2359	29247	94683
2360	29260	94671
2361	29273	94663
2362	29289	94659
2363	29302	94650
2364	29316	94641
2365	29328	94629
2366	29341	94620
2367	29356	94614
2368	29363	94585
2369	29370	94555
2370	29384	94547
2371	29397	94537
2372	29403	94504
2373	29416	94494
2374	29422	94462
2375	29435	94451
2376	29449	94443
2377	29455	94410
2378	29470	94406
2379	29483	94397
2380	29498	94391
2381	29512	94384
2382	29525	94375
2383	29540	94370
2384	29551	94355
2385	29563	94339
2386	29574	94323
2387	29580	94291
2388	29592	94275
2389	29598	94243
2390	29609	94227
2391	29620	94210
2392	29631	94194
2393	29642	94178
2394	29653	94161
2395	29668	94156
2396	29682	94148
2397	29697	94144
2398	29706	94122
2399	29714	94096
2400	29725	94079
2401	29736	94063
2402	29747	94046
2403	29758	94028
2404	29769	94012
2405	29777	93986
2406	29790	93974
2407	29796	93942
2408	29807	93926
2409	29818	93909
2410	29831	93899
2411	29842	93883
2412	29857	93877
2413	29866	93857
2414	29875	93831
2415	29883	93805
2416	29895	93791
2417	29904	93769
2418	29914	93751
2419	29926	93735
2420	29938	93723
2421	29949	93705
2422	29962	93696
2423	29974	93682
2424	29985	93666
2425	29999	93658
2426	30007	93632
2427	30018	93616
2428	30031	93604
2429	30045	93597
2430	30051	93565
2431	30061	93547
2432	30073	93532
2433	30085	93518
2434	30098	93508
2435	30104	93477
2436	30117	93467
2437	30133	93466
2438	30145	93451
2439	30153	93426
2440	30166	93416
2441	30179	93405
2442	30193	93398
2443	30206	93387
2444	30212	93355
2445	30226	93349
2446	30240	93341
2447	30246	93309
2448	30257	93292
2449	30263	93261
2450	30275	93248
2451	30290	93241
2452	30296	93210
2453	30302	93178
2454	30315	93170
2455	30326	93153
2456	30340	93145
2457	30354	93137
2458	30368	93130
2459	30382	93124
2460	30390	93098
2461	30401	93081
2462	30412	93064
2463	30422	93046
2464	30437	93040
2465	30449	93027
2466	30462	93017
2467	30468	92986
2468	30475	92955
2469	30488	92946
2470	30501	92937
2471	30515	92929
2472	30526	92912
2473	30541	92908
2474	30554	92897
2475	30566	92884
2476	30579	92873
2477	30592	92862
2478	30605	92852
2479	30618	92843
2480	30633	92839
2481	30645	92824
2482	30656	92808
2483	30670	92800
2484	30683	92792
2485	30692	92770
2486	30703	92752
2487	30714	92734
2488	30720	92703
2489	30730	92686
2490	30740	92664
2491	30754	92657
2492	30767	92649
2493	30780	92637
2494	30793	92627
2495	30802	92605
2496	30813	92590
2497	30824	92572
2498	30830	92541
2499	30843	92529
2500	30852	92508
2501	30866	92499
2502	30872	92468
2503	30880	92442
2504	30892	92429
2505	30905	92421
2506	30919	92412
2507	30932	92403
2508	30943	92385
2509	30951	92359
2510	30963	92348
2511	30974	92331
2512	30985	92315
2513	30996	92299
2514	31005	92278
2515	31016	92260
2516	31026	92242
2517	31039	92230
2518	31053	92223
2519	31066	92213
2520	31077	92197
2521	31088	92180
2522	31098	92162
2523	31107	92140
2524	31118	92123
2525	31126	92098
2526	31139	92088
2527	31150	92071
2528	31161	92053
2529	31169	92029
2530	31178	92008
2531	31191	91997
2532	31200	91975
2533	31214	91969
2534	31228	91960
2535	31239	91943
2536	31247	91919
2537	31263	91918
2538	31271	91894
2539	31287	91891
2540	31297	91871
2541	31310	91862
2542	31320	91842
2543	31334	91836
2544	31344	91816
2545	31358	91809
2546	31372	91800
2547	31384	91789
2548	31395	91772
2549	31406	91754
2550	31418	91743
2551	31432	91735
2552	31445	91724
2553	31458	91713
2554	31472	91706
2555	31486	91699
2556	31496	91681
2557	31508	91668
2558	31522	91659
2559	31537	91656
2560	31548	91640
2561	31563	91635
2562	31577	91627
2563	31592	91623
2564	31606	91615
2565	31619	91606
2566	31633	91599
2567	31647	91590
2568	31660	91581
2569	31668	91555
2570	31684	91552
2571	31698	91546
2572	31712	91538
2573	31725	91529
2574	31741	91525
2575	31754	91516
2576	31767	91505
2577	31782	91500
2578	31794	91489
2579	31808	91480
2580	31821	91468
2581	31833	91456
2582	31847	91448
2583	31853	91418
2584	31867	91410
2585	31873	91380
2586	31886	91371
2587	31900	91361
2588	31913	91353
2589	31922	91330
2590	31936	91321
2591	31950	91315
2592	31963	91306
2593	31977	91297
2594	31991	91288
2595	32004	91279
2596	32018	91271
2597	32029	91255
2598	32042	91246
2599	32053	91229
2600	32066	91217
2601	32080	91211
2602	32093	91201
2603	32107	91192
2604	32113	91162
2605	32119	91132
2606	32133	91124
2607	32140	91097
2608	32153	91086
2609	32168	91081
2610	32182	91075
2611	32191	91052
2612	32197	91022
2613	32212	91018
2614	32226	91010
2615	32239	91000
2616	32253	90993
2617	32268	90988
2618	32283	90982
2619	32291	90959
2620	32305	90950
2621	32320	90946
2622	32331	90930
2623	32346	90924
2624	32360	90916
2625	32373	90906
2626	32387	90898
2627	32401	90890
2628	32413	90877
2629	32427	90871
2630	32441	90864
2631	32455	90856
2632	32467	90843
2633	32481	90834
2634	32496	90829
2635	32510	90823
2636	32523	90812
2637	32536	90802
2638	32547	90786
2639	32561	90777
2640	32575	90771
2641	32588	90758
2642	32599	90742
2643	32609	90725
2644	32624	90718
2645	32639	90713
2646	32651	90702
2647	32666	90696
2648	32679	90686
2649	32690	90670
2650	32705	90663
2651	32716	90648
2652	32730	90640
2653	32744	90632
2654	32757	90623
2655	32772	90618
2656	32787	90611
2657	32801	90603
2658	32815	90597
2659	32829	90590
2660	32843	90582
2661	32856	90571
2662	32871	90567
2663	32886	90561
2664	32896	90542
2665	32902	90512
2666	32914	90498
2667	32926	90486
2668	32938	90473
2669	32950	90460
2670	32964	90451
2671	32979	90445
2672	32993	90437
2673	33007	90432
2674	33020	90421
2675	33034	90413
2676	33047	90402
2677	33062	90397
2678	33076	90389
2679	33090	90380
2680	33104	90375
2681	33118	90366
2682	33130	90352
2683	33144	90343
2684	33150	90314
2685	33164	90306
2686	33170	90277
2687	33176	90248
2688	33191	90242
2689	33205	90235
2690	33219	90227
2691	33233	90219
2692	33245	90205
2693	33257	90194
2694	33267	90175
2695	33281	90167
2696	33292	90149
2697	33305	90140
2698	33317	90126
2699	33331	90119
2700	33346	90112
2701	33359	90103
2702	33372	90092
2703	33384	90079
2704	33398	90070
2705	33408	90051
2706	33414	90022
2707	33427	90013
2708	33440	90003
2709	33454	89994
2710	33466	89981
2711	33479	89970
2712	33493	89961
2713	33506	89951
2714	33520	89942
2715	33527	89915
2716	33533	89887
2717	33539	89858
2718	33545	89829
2719	33559	89820
2720	33573	89811
2721	33584	89797
2722	33597	89786
2723	33606	89765
2724	33618	89751
2725	33630	89738
2726	33637	89712
2727	33649	89698
2728	33663	89691
2729	33675	89677
2730	33687	89663
2731	33698	89647
2732	33708	89631
2733	33720	89618
2734	33734	89609
2735	33746	89596
2736	33760	89588
2737	33772	89574
2738	33784	89560
2739	33795	89546
2740	33803	89521
2741	33814	89505
2742	33822	89481
2743	33827	89451
2744	33839	89437
2745	33851	89424
2746	33862	89407
2747	33870	89383
2748	33882	89370
2749	33891	89349
2750	33896	89319
2751	33912	89315
2752	33926	89307
2753	33937	89293
2754	33950	89281
2755	33962	89269
2756	33975	89258
2757	33988	89247
2758	34003	89242
2759	34010	89216
2760	34023	89204
2761	34029	89175
2762	34042	89166
2763	34049	89139
2764	34056	89112
2765	34062	89085
2766	34068	89055
2767	34081	89045
2768	34094	89035
2769	34107	89024
2770	34113	88995
2771	34126	88984
2772	34133	88959
2773	34147	88951
2774	34155	88926
2775	34168	88916
2776	34180	88904
2777	34187	88877
2778	34199	88864
2779	34212	88853
2780	34224	88840
2781	34231	88813
2782	34245	88806
2783	34257	88794
2784	34270	88782
2785	34281	88768
2786	34293	88753
2787	34305	88741
2788	34311	88712
2789	34325	88703
2790	34336	88689
2791	34348	88675
2792	34355	88651
2793	34363	88627
2794	34375	88612
2795	34386	88598
2796	34398	88584
2797	34409	88570
2798	34420	88552
2799	34432	88541
2800	34445	88531
2801	34459	88522
2802	34472	88510
2803	34485	88501
2804	34496	88485
2805	34506	88468
2806	34514	88443
2807	34528	88436
2808	34538	88418
2809	34551	88408
2810	34563	88394
2811	34576	88384
2812	34589	88373
2813	34602	88362
2814	34615	88353
2815	34627	88339
2816	34639	88326
2817	34649	88308
2818	34662	88298
2819	34676	88289
2820	34689	88278
2821	34702	88268
2822	34715	88258
2823	34726	88242
2824	34740	88234
2825	34752	88222
2826	34766	88214
2827	34774	88190
2828	34787	88180
2829	34797	88163
2830	34811	88154
2831	34824	88142
2832	34837	88133
2833	34848	88116
2834	34861	88106
2835	34872	88090
2836	34884	88076
2837	34897	88068
2838	34909	88053
2839	34920	88037
2840	34926	88010
2841	34940	88001
2842	34950	87985
2843	34963	87974
2844	34971	87951
2845	34986	87946
2846	34999	87935
2847	35009	87918
2848	35023	87909
2849	35036	87897
2850	35044	87874
2851	35051	87850
2852	35064	87840
2853	35076	87825
2854	35087	87810
2855	35099	87799
2856	35109	87779
2857	35117	87756
2858	35125	87733
2859	35139	87725
2860	35153	87718
2861	35166	87708
2862	35175	87686
2863	35188	87675
2864	35197	87655
2865	35204	87631
2866	35211	87604
2867	35222	87590
2868	35228	87562
2869	35243	87556
2870	35256	87545
2871	35264	87522
2872	35279	87516
2873	35290	87501
2874	35305	87495
2875	35312	87470
2876	35323	87456
2877	35335	87441
2878	35348	87431
2879	35359	87416
2880	35372	87404
2881	35385	87396
2882	35397	87382
2883	35405	87359
2884	35416	87344
2885	35429	87332
2886	35440	87318
2887	35450	87299
2888	35464	87291
2889	35476	87280
2890	35489	87268
2891	35500	87253
2892	35514	87245
2893	35525	87231
2894	35539	87223
2895	35549	87204
2896	35557	87182
2897	35565	87158
2898	35572	87134
2899	35585	87124
2900	35599	87115
2901	35612	87104
2902	35620	87081
2903	35631	87067
2904	35641	87049
2905	35649	87026
2906	35662	87015
2907	35676	87007
2908	35690	86999
2909	35701	86982
2910	35710	86963
2911	35723	86952
2912	35732	86933
2913	35743	86918
2914	35757	86910
2915	35768	86895
2916	35778	86876
2917	35791	86865
2918	35803	86853
2919	35814	86837
2920	35826	86826
2921	35833	86799
2922	35840	86774
2923	35854	86766
2924	35865	86751
2925	35876	86736
2926	35889	86726
2927	35901	86712
2928	35910	86693
2929	35921	86678
2930	35935	86670
2931	35947	86656
2932	35961	86648
2933	35974	86638
2934	35988	86630
2935	36001	86619
2936	36010	86598
2937	36022	86586
2938	36037	86581
2939	36052	86575
2940	36066	86567
2941	36081	86561
2942	36098	86560
2943	36112	86551
2944	36127	86545
2945	36141	86537
2946	36154	86528
2947	36169	86521
2948	36179	86504
2949	36187	86482
2950	36202	86476
2951	36216	86468
2952	36231	86461
2953	36245	86454
2954	36254	86433
2955	36267	86423
2956	36279	86409
2957	36293	86402
2958	36308	86395
2959	36322	86389
2960	36335	86377
2961	36350	86371
2962	36365	86365
2963	36372	86341
2964	36386	86333
2965	36392	86306
2966	36406	86298
2967	36421	86292
2968	36435	86284
2969	36449	86275
2970	36460	86260
2971	36476	86256
2972	36488	86245
2973	36499	86228
2974	36510	86213
2975	36519	86195
2976	36530	86179
2977	36544	86170
2978	36555	86155
2979	36566	86140
2980	36577	86124
2981	36583	86097
2982	36594	86083
2983	36606	86069
2984	36617	86053
2985	36631	86045
2986	36645	86037
2987	36658	86026
2988	36669	86012
2989	36675	85986
2990	36688	85975
2991	36700	85960
2992	36713	85950
2993	36719	85923
2994	36727	85902
2995	36740	85891
2996	36748	85869
2997	36757	85848
2998	36765	85827
2999	36774	85806
3000	36787	85795
3001	36794	85772
3002	36808	85763
3003	36816	85742
3004	36824	85720
3005	36833	85699
3006	36845	85687
3007	36859	85678
3008	36870	85663
3009	36881	85647
3010	36893	85636
3011	36906	85624
3012	36913	85600
3013	36924	85585
3014	36939	85578
3015	36950	85563
3016	36964	85555
3017	36977	85544
3018	36983	85518
3019	36989	85492
3020	36996	85468
3021	37007	85452
3022	37019	85438
3023	37029	85423
3024	37040	85407
3025	37048	85385
3026	37059	85369
3027	37070	85354
3028	37080	85338
3029	37091	85322
3030	37102	85307
3031	37114	85295
3032	37123	85274
3033	37134	85259
3034	37144	85243
3035	37157	85231
3036	37168	85216
3037	37178	85200
3038	37189	85185
3039	37200	85169
3040	37215	85163
3041	37226	85149
3042	37237	85134
3043	37248	85118
3044	37259	85103
3045	37267	85080
3046	37275	85059
3047	37285	85043
3048	37292	85017
3049	37302	85001
3050	37317	84993
3051	37331	84987
3052	37344	84975
3053	37358	84968
3054	37365	84942
3055	37371	84917
3056	37377	84891
3057	37384	84866
3058	37398	84858
3059	37410	84847
3060	37418	84824
3061	37424	84798
3062	37437	84787
3063	37443	84762
3064	37455	84747
3065	37466	84732
3066	37478	84721
3067	37486	84698
3068	37499	84687
3069	37509	84672
3070	37524	84665
3071	37532	84644
3072	37545	84632
3073	37551	84607
3074	37563	84593
3075	37577	84586
3076	37584	84563
3077	37595	84547
3078	37601	84522
3079	37616	84513
3080	37626	84498
3081	37637	84483
3082	37650	84472
3083	37658	84450
3084	37672	84442
3085	37685	84432
3086	37693	84410
3087	37700	84387
3088	37709	84366
3089	37715	84340
3090	37729	84332
3091	37740	84317
3092	37748	84295
3093	37762	84288
3094	37773	84272
3095	37781	84252
3096	37788	84229
3097	37803	84222
3098	37820	84219
3099	37830	84203
3100	37841	84188
3101	37852	84173
3102	37863	84157
3103	37877	84151
3104	37892	84144
3105	37903	84129
3106	37916	84118
3107	37927	84103
3108	37941	84095
3109	37955	84087
3110	37969	84079
3111	37982	84068
3112	37996	84061
3113	38010	84053
3114	38023	84043
3115	38030	84017
3116	38037	83994
3117	38050	83983
3118	38059	83966
3119	38075	83960
3120	38088	83950
3121	38097	83931
3122	38107	83913
3123	38120	83904
3124	38127	83879
3125	38141	83872
3126	38154	83861
3127	38167	83850
3128	38181	83842
3129	38188	83820
3130	38202	83811
3131	38216	83803
3132	38230	83795
3133	38245	83787
3134	38259	83781
3135	38274	83774
3136	38288	83766
3137	38300	83752
3138	38309	83734
3139	38317	83711
3140	38325	83691
3141	38333	83669
3142	38347	83662
3143	38360	83652
3144	38375	83644
3145	38387	83631
3146	38400	83622
3147	38406	83597
3148	38420	83588
3149	38434	83580
3150	38444	83563
3151	38453	83543
3152	38460	83520
3153	38468	83497
3154	38480	83487
3155	38487	83462
3156	38501	83453
3157	38511	83436
3158	38524	83427
3159	38538	83419
3160	38551	83409
3161	38565	83400
3162	38580	83394
3163	38593	83383
3164	38605	83369
3165	38619	83361
3166	38632	83351
3167	38640	83331
3168	38653	83320
3169	38667	83312
3170	38675	83290
3171	38681	83265
3172	38692	83251
3173	38699	83226
3174	38714	83220
3175	38720	83195
3176	38733	83184
3177	38744	83169
3178	38758	83160
3179	38769	83146
3180	38780	83133
3181	38792	83119
3182	38803	83105
3183	38816	83095
3184	38830	83087
3185	38841	83071
3186	38852	83057
3187	38868	83053
3188	38878	83035
3189	38888	83019
3190	38902	83011
3191	38910	82990
3192	38918	82969
3193	38933	82961
3194	38945	82949
3195	38952	82927
3196	38967	82920
3197	38982	82913
3198	38993	82899
3199	39004	82885
3200	39019	82877
3201	39033	82869
3202	39043	82853
3203	39050	82829
3204	39064	82821
3205	39071	82798
3206	39085	82791
3207	39098	82779
3208	39109	82765
3209	39120	82749
3210	39131	82735
3211	39137	82710
3212	39143	82686
3213	39158	82678
3214	39172	82670
3215	39179	82646
3216	39185	82622
3217	39197	82610
3218	39211	82601
3219	39219	82581
3220	39233	82571
3221	39245	82560
3222	39254	82540
3223	39266	82528
3224	39281	82520
