iter	Passed	Remaining
284	3992	136103
285	4005	136046
286	4020	136068
287	4035	136095
288	4049	136087
289	4064	136086
290	4079	136120
291	4093	136090
292	4107	136070
293	4121	136052
294	4133	135999
295	4147	135986
296	4163	136035
297	4180	136099
298	4194	136082
299	4211	136163
300	4225	136161
301	4238	136116
302	4251	136077
303	4263	135988
304	4277	135981
305	4286	135785
306	4300	135796
307	4314	135767
308	4322	135574
309	4337	135588
310	4346	135399
311	4360	135391
312	4373	135369
313	4382	135177
314	4394	135101
315	4402	134912
316	4410	134721
317	4424	134695
318	4434	134571
319	4442	134380
320	4455	134347
321	4470	134366
322	4483	134316
323	4496	134285
324	4510	134272
325	4525	134280
326	4539	134285
327	4551	134224
328	4564	134175
329	4578	134165
330	4593	134190
331	4601	134002
332	4615	133976
333	4629	133979
334	4643	133956
335	4656	133933
336	4669	133904
337	4683	133876
338	4694	133789
339	4708	133766
340	4720	133723
341	4734	133692
342	4746	133640
343	4759	133602
344	4772	133572
345	4786	133563
346	4799	133502
347	4813	133512
348	4827	133493
349	4840	133458
350	4853	133425
351	4867	133414
352	4880	133383
353	4893	133334
354	4907	133327
355	4919	133281
356	4933	133262
357	4947	133239
358	4960	133220
359	4974	133203
360	4988	133185
361	5001	133160
362	5015	133146
363	5028	133114
364	5044	133152
365	5057	133124
366	5070	133084
367	5083	133050
368	5096	133010
369	5106	132894
370	5112	132680
371	5126	132675
372	5139	132636
373	5153	132649
374	5168	132648
375	5180	132591
376	5192	132552
377	5205	132503
378	5219	132508
379	5233	132488
380	5247	132484
381	5260	132448
382	5273	132413
383	5286	132384
384	5302	132421
385	5318	132454
386	5330	132415
387	5345	132434
388	5353	132277
389	5367	132259
390	5375	132100
391	5388	132062
392	5400	132021
393	5416	132052
394	5429	132029
395	5439	131911
396	5453	131911
397	5466	131877
398	5480	131865
399	5493	131846
400	5507	131831
401	5520	131812
402	5535	131810
403	5549	131809
404	5562	131780
405	5575	131747
406	5588	131722
407	5603	131726
408	5617	131730
409	5631	131720
410	5645	131705
411	5658	131685
412	5674	131722
413	5688	131704
414	5702	131697
415	5712	131612
416	5724	131562
417	5740	131586
418	5755	131608
419	5770	131612
420	5783	131586
421	5796	131570
422	5809	131540
423	5823	131519
424	5839	131556
425	5852	131526
426	5865	131505
427	5880	131525
428	5893	131489
429	5907	131473
430	5916	131366
431	5929	131337
432	5943	131317
433	5957	131309
434	5970	131292
435	5983	131260
436	5996	131225
437	6010	131208
438	6022	131164
439	6037	131170
440	6051	131178
441	6066	131187
442	6081	131196
443	6095	131184
444	6108	131166
445	6122	131149
446	6135	131118
447	6141	130944
448	6156	130953
449	6169	130935
450	6183	130925
451	6197	130913
452	6210	130883
453	6225	130897
454	6238	130861
455	6251	130836
456	6257	130660
457	6263	130489
458	6276	130475
459	6290	130457
460	6303	130439
461	6316	130412
462	6329	130386
463	6343	130364
464	6355	130324
465	6370	130327
466	6384	130319
467	6397	130305
468	6411	130300
469	6425	130291
470	6438	130256
471	6450	130202
472	6464	130205
473	6475	130145
474	6487	130099
475	6501	130092
476	6515	130077
477	6528	130059
478	6541	130020
479	6553	129978
480	6565	129936
481	6578	129910
482	6589	129847
483	6601	129801
484	6616	129805
485	6628	129760
486	6644	129784
487	6659	129800
488	6673	129798
489	6688	129817
490	6703	129824
491	6716	129805
492	6730	129797
493	6744	129782
494	6758	129771
495	6771	129751
496	6785	129741
497	6798	129725
498	6810	129673
499	6823	129638
500	6832	129541
501	6846	129531
502	6859	129502
503	6872	129490
504	6886	129484
505	6901	129482
506	6914	129466
507	6928	129452
508	6939	129397
509	6951	129356
510	6964	129332
511	6976	129280
512	6990	129268
513	6998	129155
514	7006	129040
515	7021	129052
516	7029	128941
517	7044	128948
518	7058	128944
519	7072	128931
520	7084	128899
521	7093	128789
522	7107	128784
523	7115	128675
524	7123	128565
525	7138	128569
526	7146	128462
527	7155	128356
528	7169	128363
529	7177	128255
530	7191	128242
531	7206	128251
532	7220	128256
533	7235	128254
534	7248	128236
535	7260	128190
536	7274	128196
537	7289	128209
538	7298	128108
539	7313	128115
540	7326	128100
541	7340	128093
542	7352	128049
543	7366	128051
544	7380	128045
545	7394	128039
546	7408	128038
547	7417	127936
548	7429	127896
549	7443	127889
550	7456	127863
551	7468	127832
552	7482	127821
553	7490	127718
554	7504	127716
555	7511	127593
556	7526	127595
557	7539	127584
558	7555	127598
559	7569	127602
560	7580	127552
561	7594	127539
562	7608	127534
563	7618	127457
564	7632	127454
565	7645	127439
566	7660	127446
567	7667	127325
568	7680	127300
569	7693	127285
570	7704	127231
571	7718	127225
572	7725	127106
573	7737	127055
574	7745	126959
575	7759	126953
576	7773	126957
577	7781	126842
578	7795	126844
579	7808	126818
580	7822	126816
581	7829	126702
582	7842	126675
583	7852	126601
584	7859	126487
585	7873	126494
586	7887	126481
587	7901	126480
588	7908	126366
589	7922	126354
590	7932	126285
591	7946	126280
592	7959	126266
593	7973	126257
594	7980	126144
595	7994	126139
596	8009	126152
597	8023	126148
598	8037	126145
599	8050	126125
600	8064	126125
601	8071	126013
602	8086	126019
603	8100	126008
604	8111	125963
605	8124	125946
606	8137	125927
607	8152	125935
608	8166	125922
609	8181	125945
610	8188	125836
611	8203	125839
612	8216	125827
613	8226	125761
614	8240	125752
615	8253	125732
616	8267	125725
617	8278	125681
618	8293	125695
619	8305	125651
620	8319	125652
621	8333	125643
622	8345	125612
623	8360	125627
624	8372	125580
625	8383	125533
626	8395	125498
627	8406	125450
628	8419	125429
629	8430	125390
630	8441	125341
631	8453	125299
632	8467	125297
633	8478	125245
634	8492	125242
635	8503	125198
636	8514	125158
637	8526	125110
638	8539	125104
639	8551	125066
640	8563	125027
641	8577	125033
642	8590	125015
643	8602	124974
644	8613	124932
645	8624	124888
646	8638	124884
647	8650	124842
648	8663	124821
649	8674	124784
650	8689	124783
651	8700	124739
652	8713	124730
653	8728	124728
654	8743	124742
655	8756	124733
656	8768	124687
657	8779	124647
658	8790	124604
659	8801	124555
660	8812	124505
661	8822	124454
662	8833	124403
663	8848	124409
664	8859	124364
665	8873	124362
666	8884	124317
667	8898	124317
668	8913	124318
669	8927	124320
670	8941	124309
671	8953	124286
672	8964	124244
673	8971	124143
674	8985	124139
675	8997	124096
676	9008	124053
677	9021	124040
678	9033	124008
679	9047	124005
680	9058	123965
681	9070	123925
682	9083	123911
683	9094	123871
684	9106	123840
685	9118	123799
686	9129	123758
687	9143	123756
688	9154	123717
689	9166	123678
690	9179	123670
691	9192	123646
692	9205	123624
693	9216	123582
694	9229	123573
695	9240	123526
696	9251	123483
697	9264	123466
698	9278	123467
699	9290	123429
700	9303	123411
701	9314	123370
702	9325	123329
703	9336	123287
704	9349	123266
705	9357	123185
706	9368	123141
707	9379	123099
708	9390	123058
709	9400	123007
710	9414	122997
711	9425	122958
712	9436	122912
713	9448	122888
714	9459	122847
715	9471	122805
716	9483	122788
717	9494	122745
718	9505	122702
719	9516	122661
720	9527	122621
721	9539	122581
722	9550	122541
723	9563	122525
724	9576	122510
725	9587	122476
726	9602	122480
727	9614	122448
728	9625	122416
729	9637	122384
730	9648	122347
731	9660	122310
732	9674	122304
733	9689	122316
734	9703	122313
735	9716	122299
736	9727	122266
737	9743	122285
738	9755	122248
739	9767	122226
740	9778	122185
741	9789	122150
742	9801	122118
743	9813	122082
744	9826	122069
745	9840	122064
746	9851	122028
747	9864	122013
748	9874	121966
749	9887	121951
750	9899	121919
751	9913	121918
752	9927	121908
753	9938	121870
754	9951	121860
755	9963	121823
756	9973	121782
757	9985	121744
758	9996	121705
759	10006	121661
760	10020	121656
761	10032	121622
762	10045	121617
763	10057	121581
764	10070	121564
765	10084	121567
766	10095	121528
767	10106	121482
768	10119	121475
769	10132	121460
770	10146	121458
771	10159	121443
772	10172	121427
773	10183	121389
774	10195	121354
775	10206	121316
776	10219	121301
777	10229	121258
778	10241	121224
779	10254	121216
780	10265	121179
781	10279	121167
782	10290	121128
783	10301	121090
784	10312	121052
785	10322	121009
786	10335	120993
787	10349	120988
788	10360	120952
789	10375	120964
790	10388	120950
791	10400	120913
792	10412	120888
793	10425	120883
794	10436	120843
795	10447	120803
796	10458	120764
797	10472	120758
798	10486	120755
799	10499	120746
800	10510	120701
801	10520	120661
802	10531	120620
803	10542	120582
804	10551	120524
805	10565	120515
806	10577	120496
807	10588	120457
808	10602	120453
809	10613	120412
810	10626	120398
811	10640	120396
812	10651	120362
813	10663	120338
814	10676	120322
815	10687	120285
816	10698	120249
817	10711	120231
818	10723	120208
819	10734	120171
820	10748	120174
821	10762	120166
822	10773	120128
823	10785	120108
824	10798	120094
825	10809	120060
826	10823	120053
827	10835	120031
828	10849	120021
829	10861	120003
830	10876	120012
831	10889	119995
832	10900	119962
833	10914	119955
834	10925	119919
835	10936	119882
836	10947	119846
837	10958	119814
838	10971	119792
839	10982	119760
840	10995	119743
841	11006	119708
842	11017	119675
843	11028	119643
844	11043	119647
845	11054	119616
846	11066	119585
847	11077	119557
848	11091	119550
849	11104	119537
850	11117	119527
851	11130	119507
852	11145	119517
853	11157	119491
854	11169	119471
855	11182	119455
856	11195	119443
857	11209	119434
858	11223	119435
859	11237	119432
860	11250	119417
861	11261	119387
862	11276	119389
863	11289	119373
864	11301	119347
865	11311	119305
866	11321	119262
867	11335	119253
868	11345	119216
869	11356	119174
870	11369	119164
871	11384	119173
872	11398	119167
873	11410	119147
874	11421	119106
875	11432	119071
876	11444	119052
877	11455	119015
878	11466	118978
879	11480	118980
880	11493	118967
881	11506	118957
882	11519	118940
883	11530	118904
884	11537	118826
885	11543	118740
886	11548	118653
887	11562	118642
888	11570	118577
889	11581	118544
890	11590	118495
891	11601	118464
892	11614	118450
893	11625	118417
894	11636	118377
895	11648	118357
896	11661	118345
897	11674	118331
898	11681	118254
899	11690	118199
900	11701	118173
901	11709	118108
902	11722	118095
903	11733	118063
904	11746	118052
905	11761	118055
906	11771	118011
907	11783	117987
908	11795	117965
909	11802	117896
910	11814	117874
911	11827	117862
912	11836	117812
913	11849	117790
914	11863	117795
915	11874	117760
916	11884	117722
917	11898	117714
918	11911	117697
919	11924	117689
920	11936	117662
921	11946	117627
922	11960	117623
923	11971	117586
924	11981	117544
925	11991	117502
926	12002	117471
927	12013	117443
928	12027	117440
929	12041	117439
930	12052	117401
931	12063	117375
932	12073	117336
933	12085	117308
934	12096	117281
935	12108	117251
936	12119	117226
937	12127	117158
938	12138	117132
939	12149	117103
940	12162	117089
941	12172	117049
942	12185	117032
943	12197	117016
944	12210	117002
945	12218	116936
946	12232	116934
947	12245	116923
948	12259	116924
949	12272	116910
950	12288	116929
951	12303	116930
952	12316	116919
953	12326	116879
954	12333	116813
955	12346	116804
956	12361	116804
957	12376	116815
958	12386	116774
959	12398	116749
960	12405	116684
961	12419	116679
962	12429	116637
963	12436	116571
964	12446	116531
965	12459	116521
966	12469	116481
967	12482	116472
968	12497	116472
969	12512	116486
970	12526	116482
971	12539	116468
972	12552	116459
973	12566	116450
974	12580	116451
975	12593	116436
976	12600	116370
977	12612	116346
978	12625	116336
979	12638	116330
980	12652	116320
981	12666	116317
982	12676	116277
983	12690	116278
984	12704	116272
985	12718	116276
986	12731	116261
987	12739	116203
988	12754	116210
989	12768	116203
990	12782	116203
991	12796	116197
992	12809	116191
993	12823	116185
994	12835	116167
995	12849	116164
996	12863	116157
997	12876	116147
998	12884	116093
999	12891	116020
1000	12905	116016
1001	12918	116009
1002	12932	116004
1003	12942	115965
1004	12956	115959
1005	12964	115904
1006	12977	115899
1007	12991	115894
1008	12999	115840
1009	13009	115796
1010	13017	115742
1011	13030	115731
1012	13044	115723
1013	13056	115707
1014	13064	115654
1015	13073	115601
1016	13081	115548
1017	13095	115543
1018	13105	115503
1019	13119	115505
1020	13133	115498
1021	13141	115443
1022	13156	115447
1023	13167	115420
1024	13179	115399
1025	13192	115388
1026	13202	115349
1027	13212	115317
1028	13226	115312
1029	13234	115260
1030	13249	115259
1031	13263	115257
1032	13276	115246
1033	13291	115250
1034	13299	115195
1035	13309	115157
1036	13319	115125
1037	13332	115110
1038	13342	115071
1039	13355	115066
1040	13369	115063
1041	13377	115009
1042	13387	114969
1043	13402	114976
1044	13412	114935
1045	13425	114922
1046	13435	114885
1047	13444	114845
1048	13458	114836
1049	13470	114824
1050	13479	114773
1051	13494	114777
1052	13504	114742
1053	13520	114756
1054	13528	114703
1055	13542	114700
1056	13552	114663
1057	13563	114638
1058	13578	114644
1059	13594	114656
1060	13607	114646
1061	13622	114646
1062	13628	114578
1063	13635	114519
1064	13645	114481
1065	13659	114476
1066	13669	114438
1067	13681	114426
1068	13690	114376
1069	13704	114374
1070	13713	114333
1071	13729	114344
1072	13744	114351
1073	13759	114354
1074	13769	114317
1075	13784	114322
1076	13799	114328
1077	13811	114313
1078	13819	114255
1079	13829	114217
1080	13844	114223
1081	13856	114210
1082	13871	114212
1083	13886	114217
1084	13900	114215
1085	13911	114185
1086	13924	114179
1087	13935	114151
1088	13949	114143
1089	13962	114130
1090	13971	114090
1091	13981	114052
1092	13995	114048
1093	14011	114061
1094	14020	114022
1095	14031	113995
1096	14041	113959
1097	14051	113921
1098	14066	113926
1099	14075	113880
1100	14089	113876
1101	14102	113868
1102	14114	113850
1103	14129	113852
1104	14143	113852
1105	14157	113848
1106	14164	113791
1107	14178	113786
1108	14191	113778
1109	14205	113771
1110	14220	113777
1111	14234	113770
1112	14241	113714
1113	14255	113712
1114	14269	113710
1115	14283	113706
1116	14298	113711
1117	14311	113700
1118	14324	113688
1119	14334	113652
1120	14348	113645
1121	14357	113608
1122	14371	113603
1123	14382	113579
1124	14396	113575
1125	14409	113565
1126	14419	113527
1127	14431	113511
1128	14444	113493
1129	14458	113495
1130	14468	113458
1131	14480	113436
1132	14494	113435
1133	14504	113400
1134	14517	113393
1135	14530	113380
1136	14543	113365
1137	14552	113328
1138	14565	113313
1139	14579	113312
1140	14593	113310
1141	14609	113316
1142	14622	113311
1143	14636	113301
1144	14647	113279
1145	14661	113271
1146	14674	113261
1147	14687	113254
1148	14701	113248
1149	14712	113224
1150	14725	113209
1151	14738	113203
1152	14753	113202
1153	14768	113211
1154	14777	113166
1155	14791	113160
1156	14805	113159
1157	14819	113157
1158	14833	113149
1159	14847	113147
1160	14862	113154
1161	14872	113116
1162	14885	113109
1163	14898	113097
1164	14911	113086
1165	14925	113081
1166	14938	113068
1167	14946	113019
1168	14961	113020
1169	14975	113017
1170	14983	112969
1171	14992	112931
1172	15000	112883
1173	15010	112845
1174	15025	112849
1175	15039	112845
1176	15048	112807
1177	15061	112796
1178	15076	112799
1179	15090	112797
1180	15104	112793
1181	15112	112744
1182	15126	112736
1183	15139	112724
1184	15153	112722
1185	15168	112728
1186	15181	112716
1187	15191	112682
1188	15199	112633
1189	15212	112626
1190	15220	112572
1191	15229	112537
1192	15244	112540
1193	15252	112488
1194	15267	112491
1195	15281	112490
1196	15293	112470
1197	15304	112446
1198	15318	112442
1199	15324	112381
1200	15338	112373
1201	15347	112334
1202	15355	112289
1203	15361	112228
1204	15376	112230
1205	15391	112233
1206	15406	112233
1207	15414	112186
1208	15426	112173
1209	15440	112170
1210	15449	112123
1211	15462	112113
1212	15470	112068
1213	15485	112073
1214	15493	112027
1215	15509	112033
1216	15520	112007
1217	15528	111961
1218	15541	111949
1219	15554	111941
1220	15567	111930
1221	15582	111932
1222	15595	111921
1223	15603	111874
1224	15619	111887
1225	15633	111883
1226	15640	111831
1227	15654	111824
1228	15667	111812
1229	15680	111802
1230	15688	111758
1231	15702	111755
1232	15716	111751
1233	15729	111739
1234	15744	111742
1235	15757	111732
1236	15771	111726
1237	15779	111682
1238	15793	111672
1239	15808	111678
1240	15822	111674
1241	15834	111659
1242	15848	111656
1243	15858	111623
1244	15872	111615
1245	15885	111603
1246	15894	111567
1247	15908	111565
1248	15918	111531
1249	15931	111522
1250	15945	111519
1251	15959	111515
1252	15967	111469
1253	15982	111472
1254	15998	111478
1255	16006	111432
1256	16022	111440
1257	16033	111415
1258	16046	111405
1259	16058	111389
1260	16068	111355
1261	16080	111342
1262	16094	111334
1263	16106	111321
1264	16120	111311
1265	16132	111296
1266	16146	111289
1267	16158	111274
1268	16169	111250
1269	16182	111235
1270	16195	111227
1271	16210	111227
1272	16225	111233
1273	16240	111233
1274	16254	111233
1275	16268	111227
1276	16276	111182
1277	16286	111150
1278	16298	111134
1279	16308	111101
1280	16317	111066
1281	16325	111021
1282	16335	110985
1283	16344	110951
1284	16360	110957
1285	16370	110923
1286	16382	110911
1287	16395	110900
1288	16409	110895
1289	16422	110880
1290	16429	110830
1291	16436	110781
1292	16443	110731
1293	16451	110686
1294	16462	110658
1295	16475	110653
1296	16489	110643
1297	16502	110637
1298	16518	110641
1299	16531	110634
1300	16538	110584
1301	16552	110580
1302	16567	110578
1303	16580	110568
1304	16595	110572
1305	16609	110571
1306	16617	110524
1307	16630	110516
1308	16645	110513
1309	16657	110502
1310	16665	110457
1311	16678	110445
1312	16686	110401
1313	16694	110357
1314	16707	110347
1315	16720	110334
1316	16734	110331
1317	16747	110322
1318	16755	110275
1319	16763	110232
1320	16776	110221
1321	16790	110220
1322	16802	110200
1323	16816	110195
1324	16829	110182
1325	16839	110151
1326	16853	110148
1327	16864	110126
1328	16878	110122
1329	16892	110117
1330	16903	110098
1331	16919	110100
1332	16932	110093
1333	16945	110079
1334	16959	110077
1335	16971	110062
1336	16984	110051
1337	16999	110053
1338	17014	110056
1339	17027	110046
1340	17042	110048
1341	17053	110022
1342	17064	109996
1343	17074	109971
1344	17087	109958
1345	17094	109910
1346	17105	109883
1347	17118	109871
1348	17132	109869
1349	17147	109868
1350	17159	109855
1351	17174	109852
1352	17187	109844
1353	17201	109843
1354	17212	109819
1355	17227	109818
1356	17237	109787
1357	17251	109784
1358	17262	109760
1359	17276	109755
1360	17289	109743
1361	17304	109746
1362	17318	109742
1363	17332	109735
1364	17346	109733
1365	17360	109727
1366	17373	109719
1367	17386	109707
1368	17393	109661
1369	17406	109646
1370	17419	109638
1371	17433	109633
1372	17448	109634
1373	17463	109636
1374	17474	109612
1375	17489	109612
1376	17500	109589
1377	17515	109591
1378	17530	109593
1379	17544	109591
1380	17554	109559
1381	17569	109560
1382	17579	109534
1383	17589	109505
1384	17599	109471
1385	17609	109445
1386	17619	109412
1387	17631	109398
1388	17642	109373
1389	17652	109346
1390	17667	109345
1391	17678	109324
1392	17688	109292
1393	17699	109271
1394	17715	109274
1395	17723	109234
1396	17731	109192
1397	17741	109163
1398	17754	109151
1399	17764	109122
1400	17778	109118
1401	17791	109107
1402	17800	109075
1403	17810	109044
1404	17825	109046
1405	17833	109006
1406	17849	109009
1407	17858	108979
1408	17871	108967
1409	17884	108957
1410	17897	108945
1411	17911	108942
1412	17921	108911
1413	17936	108914
1414	17949	108902
1415	17964	108905
1416	17976	108883
1417	17989	108876
1418	18004	108878
1419	18018	108873
1420	18029	108851
1421	18042	108839
1422	18054	108819
1423	18065	108797
1424	18074	108764
1425	18089	108766
1426	18103	108762
1427	18111	108722
1428	18121	108691
1429	18135	108685
1430	18148	108672
1431	18161	108662
1432	18174	108654
1433	18185	108633
1434	18195	108601
1435	18206	108579
1436	18218	108560
1437	18227	108528
1438	18242	108529
1439	18255	108517
1440	18266	108495
1441	18277	108474
1442	18287	108443
1443	18294	108399
1444	18304	108367
1445	18315	108347
1446	18328	108335
1447	18339	108315
1448	18350	108294
1449	18361	108272
1450	18373	108253
1451	18384	108233
1452	18392	108189
1453	18399	108145
1454	18414	108147
1455	18427	108135
1456	18438	108114
1457	18451	108102
1458	18464	108089
1459	18477	108080
1460	18491	108077
1461	18504	108066
1462	18517	108055
1463	18532	108052
1464	18539	108010
1465	18555	108017
1466	18569	108010
1467	18576	107967
1468	18591	107968
1469	18603	107948
1470	18617	107946
1471	18628	107926
1472	18643	107924
1473	18657	107917
1474	18671	107913
1475	18684	107901
1476	18697	107894
1477	18707	107863
1478	18722	107863
1479	18731	107833
1480	18739	107793
1481	18752	107781
1482	18766	107776
1483	18775	107746
1484	18785	107716
1485	18798	107704
1486	18807	107674
1487	18822	107673
1488	18836	107668
1489	18843	107625
1490	18856	107613
1491	18864	107571
1492	18871	107528
1493	18878	107485
1494	18892	107480
1495	18906	107474
1496	18918	107457
1497	18925	107414
1498	18933	107371
1499	18947	107368
1500	18960	107358
1501	18973	107348
1502	18986	107336
1503	18995	107305
1504	19008	107294
1505	19021	107285
1506	19031	107253
1507	19040	107223
1508	19054	107215
1509	19066	107203
1510	19076	107174
1511	19089	107162
1512	19102	107151
1513	19110	107113
1514	19122	107100
1515	19135	107088
1516	19148	107078
1517	19160	107060
1518	19169	107030
1519	19183	107023
1520	19196	107012
1521	19205	106982
1522	19219	106973
1523	19232	106962
1524	19244	106951
1525	19258	106945
1526	19272	106939
1527	19279	106896
1528	19293	106891
1529	19303	106865
1530	19318	106864
1531	19333	106863
1532	19347	106857
1533	19361	106853
1534	19375	106848
1535	19388	106836
1536	19400	106824
1537	19408	106782
1538	19415	106739
1539	19422	106697
1540	19435	106689
1541	19449	106683
1542	19463	106678
1543	19476	106666
1544	19483	106625
1545	19497	106620
1546	19507	106589
1547	19521	106584
1548	19530	106554
1549	19541	106534
1550	19555	106529
1551	19571	106534
1552	19583	106515
1553	19591	106477
1554	19599	106441
1555	19611	106428
1556	19627	106430
1557	19636	106400
1558	19650	106393
1559	19663	106385
1560	19676	106375
1561	19689	106365
1562	19704	106362
1563	19717	106354
1564	19730	106340
1565	19744	106335
1566	19757	106325
1567	19772	106326
1568	19785	106317
1569	19799	106312
1570	19814	106313
1571	19827	106302
1572	19841	106298
1573	19853	106279
1574	19866	106267
1575	19879	106260
1576	19893	106256
1577	19901	106215
1578	19915	106211
1579	19929	106207
1580	19943	106203
1581	19957	106197
1582	19971	106191
1583	19978	106150
1584	19991	106138
1585	20004	106127
1586	20017	106115
1587	20030	106107
1588	20043	106098
1589	20052	106061
1590	20065	106051
1591	20079	106047
1592	20085	106001
1593	20100	106000
1594	20109	105971
1595	20124	105966
1596	20135	105946
1597	20149	105940
1598	20162	105932
1599	20175	105921
1600	20188	105911
1601	20201	105899
1602	20214	105888
1603	20222	105852
1604	20232	105824
1605	20243	105803
1606	20256	105795
1607	20267	105774
1608	20275	105737
1609	20290	105738
1610	20304	105733
1611	20319	105729
1612	20330	105711
1613	20345	105711
1614	20360	105708
1615	20370	105681
1616	20382	105670
1617	20393	105647
1618	20403	105620
1619	20417	105616
1620	20431	105612
1621	20446	105613
1622	20454	105574
1623	20468	105570
1624	20476	105532
1625	20490	105529
1626	20499	105493
1627	20513	105489
1628	20527	105484
1629	20538	105462
1630	20551	105456
1631	20566	105453
1632	20582	105457
1633	20595	105446
1634	20609	105442
1635	20622	105433
1636	20638	105434
1637	20652	105429
1638	20660	105394
1639	20674	105389
1640	20689	105389
1641	20696	105348
1642	20703	105308
1643	20717	105299
1644	20725	105263
1645	20736	105246
1646	20744	105207
1647	20759	105207
1648	20773	105200
1649	20788	105200
1650	20801	105191
1651	20813	105174
1652	20827	105170
1653	20840	105158
1654	20852	105146
1655	20868	105146
1656	20882	105141
1657	20890	105106
1658	20897	105066
1659	20910	105054
1660	20917	105013
1661	20926	104984
1662	20937	104965
1663	20949	104947
1664	20964	104949
1665	20977	104940
1666	20985	104903
1667	20998	104890
1668	21012	104885
1669	21026	104880
1670	21040	104876
