iter	RMSE
719	39.93756568
720	39.91311054
721	39.89807395
722	39.85633762
723	39.83753932
724	39.83732609
725	39.83732609
726	39.82091632
727	39.80856531
728	39.80825556
729	39.79988579
730	39.79085318
731	39.79033807
732	39.78974995
733	39.77527574
734	39.77526885
735	39.75704288
736	39.756894
737	39.72208215
738	39.72181173
739	39.72181311
740	39.70906003
741	39.70859078
742	39.70763985
743	39.70400844
744	39.68865789
745	39.6727972
746	39.67243113
747	39.65291819
748	39.65283665
749	39.65270673
750	39.63640304
751	39.61494946
752	39.58692559
753	39.5869159
754	39.58612126
755	39.57199773
756	39.57198388
757	39.57166674
758	39.56019518
759	39.54419427
760	39.54408478
761	39.50590603
762	39.50172887
763	39.49403238
764	39.48344743
765	39.46542135
766	39.44469869
767	39.43473978
768	39.43112771
769	39.42389702
770	39.39711303
771	39.39711303
772	39.38357296
773	39.37023008
774	39.37010062
775	39.37000735
776	39.36989321
777	39.36988625
778	39.36978046
779	39.3459516
780	39.33404221
781	39.33404221
782	39.3281008
783	39.32200378
784	39.3202839
785	39.315496
786	39.31549043
787	39.29766483
788	39.28827264
789	39.2554493
790	39.25545209
791	39.23779895
792	39.23774169
793	39.23772912
794	39.23015545
795	39.23014986
796	39.23014707
797	39.22977547
798	39.22942483
799	39.22942343
800	39.20854249
801	39.2082266
802	39.20817908
803	39.19250429
804	39.19082907
805	39.19075775
806	39.19075355
807	39.19075355
808	39.1906263
809	39.18523097
810	39.18523097
811	39.15548035
812	39.15280555
813	39.15260259
814	39.13483863
815	39.12582197
816	39.1256959
817	39.11242618
818	39.11199182
819	39.09040185
820	39.09038362
821	39.09037942
822	39.09034717
823	39.07231507
824	39.07231086
825	39.07231367
826	39.06254321
827	39.05050529
828	39.05046038
829	39.02632281
830	39.02599982
831	39.02541564
832	39.02393688
833	39.02393828
834	39.0234622
835	39.00321571
836	38.99258325
837	38.99257904
838	38.99257482
839	38.9887742
840	38.98133915
841	38.97110995
842	38.95241204
843	38.95241064
844	38.94782094
845	38.94781531
846	38.94778717
847	38.946411
848	38.946411
849	38.94639271
850	38.94638989
851	38.94638849
852	38.94636456
853	38.93010291
854	38.9277139
855	38.92770968
856	38.91829017
857	38.91815076
858	38.90681612
859	38.89131861
860	38.89064081
861	38.89063799
862	38.8905323
863	38.8841158
864	38.88210734
865	38.88210593
866	38.88209889
867	38.85803726
868	38.8580147
869	38.85791597
870	38.85791597
871	38.85783135
872	38.84459146
873	38.84358833
874	38.84230724
875	38.84230159
876	38.83885173
877	38.83884609
878	38.83476371
879	38.81517134
880	38.81516852
881	38.81486919
882	38.80468226
883	38.77250962
884	38.76388371
885	38.76140245
886	38.76139962
887	38.75635603
888	38.72874954
889	38.72303369
890	38.71296698
891	38.71291885
892	38.71289337
893	38.71283674
894	38.71281693
895	38.69836193
896	38.69836193
897	38.69836051
898	38.67665726
899	38.6763356
900	38.67633135
901	38.67633135
902	38.67604796
903	38.66762871
904	38.66761737
905	38.66761595
906	38.66597185
907	38.66567704
908	38.66294709
909	38.66291307
910	38.66247507
911	38.63916599
912	38.63909082
913	38.63192326
914	38.6141355
915	38.604489
916	38.60448758
917	38.60011918
918	38.5998054
919	38.59962225
920	38.59959528
921	38.59959528
922	38.59192478
923	38.59184951
924	38.59184525
925	38.58414907
926	38.57318656
927	38.55961443
928	38.52355137
929	38.50357576
930	38.49666627
931	38.48231379
932	38.48230667
933	38.4820902
934	38.47699148
935	38.47381227
936	38.4694219
937	38.46112271
938	38.46111274
939	38.46110561
940	38.46081066
941	38.46080211
942	38.46078643
943	38.46047722
944	38.46024496
945	38.46022501
946	38.46015091
947	38.45969065
948	38.45968068
949	38.45967783
950	38.45938999
951	38.45933869
952	38.45515331
953	38.45500795
954	38.44711617
955	38.44562942
956	38.4456223
957	38.42884072
958	38.42884072
959	38.41095463
960	38.39649019
961	38.39545538
962	38.39544967
963	38.39544824
964	38.39544253
965	38.39528124
966	38.39527839
967	38.3952841
968	38.38883336
969	38.38881623
970	38.37297526
971	38.37277389
972	38.37269105
973	38.37264535
974	38.36164955
975	38.36164669
976	38.3615824
977	38.35645051
978	38.35644908
979	38.3564448
980	38.35467019
981	38.33780734
982	38.32054379
983	38.29488431
984	38.28990664
985	38.28990664
986	38.28950445
987	38.2894472
988	38.28943575
989	38.28943575
990	38.27206589
991	38.26157258
992	38.26153964
993	38.26119445
994	38.25354778
995	38.24634953
996	38.24350653
997	38.2435051
998	38.24349793
999	38.21223251
1000	38.21210774
1001	38.21208192
1002	38.21097184
1003	38.21087144
1004	38.21066635
1005	38.20982013
1006	38.20602341
1007	38.19738004
1008	38.19232366
1009	38.1836327
1010	38.169968
1011	38.16972966
1012	38.1696751
1013	38.16058692
1014	38.15556445
1015	38.15556301
1016	38.1555429
1017	38.15179967
1018	38.14879735
1019	38.14879735
1020	38.14409516
1021	38.13653998
1022	38.13653423
1023	38.13649399
1024	38.135889
1025	38.11863751
1026	38.11863463
1027	38.11709482
1028	38.10437995
1029	38.10437708
1030	38.10406066
1031	38.10373417
1032	38.10373417
1033	38.1035472
1034	38.10315742
1035	38.09142058
1036	38.07490605
1037	38.07207473
1038	38.06593634
1039	38.06227789
1040	38.06227645
1041	38.06227213
1042	38.06162995
1043	38.05940674
1044	38.05939234
1045	38.05276512
1046	38.0382466
1047	38.03406676
1048	38.03406099
1049	38.03406243
1050	38.03405811
1051	38.03317627
1052	38.03317482
1053	38.02627642
1054	38.01451728
1055	38.01451728
1056	38.01412803
1057	38.00682387
1058	38.00654702
1059	37.99595153
1060	37.99595153
1061	37.99595153
1062	37.98870735
1063	37.98802931
1064	37.98489574
1065	37.96975372
1066	37.95575356
1067	37.95570591
1068	37.94495614
1069	37.93453126
1070	37.9345226
1071	37.93447781
1072	37.93447059
1073	37.91314965
1074	37.91276514
1075	37.91262637
1076	37.91262204
1077	37.91260324
1078	37.90948079
1079	37.88621327
1080	37.88620748
1081	37.88179386
1082	37.8751211
1083	37.86261447
1084	37.85208439
1085	37.84327474
1086	37.8317383
1087	37.83173396
1088	37.83166877
1089	37.79756169
1090	37.79258232
1091	37.77037456
1092	37.77034845
1093	37.76989284
1094	37.76988994
1095	37.76596772
1096	37.76578923
1097	37.76275477
1098	37.75852557
1099	37.75059998
1100	37.75058981
1101	37.75039528
1102	37.75036044
1103	37.75030963
1104	37.75030237
1105	37.74618502
1106	37.74588448
1107	37.74570153
1108	37.74569863
1109	37.74563329
1110	37.73397405
1111	37.71733499
1112	37.69610931
1113	37.69610349
1114	37.68699854
1115	37.68685312
1116	37.67746667
1117	37.67745794
1118	37.66387878
1119	37.66387441
1120	37.6636707
1121	37.66364015
1122	37.66358194
1123	37.66054507
1124	37.66054652
1125	37.6467429
1126	37.64589129
1127	37.645654
1128	37.63212452
1129	37.61671667
1130	37.61671375
1131	37.61671375
1132	37.61259635
1133	37.59906518
1134	37.59890485
1135	37.59889756
1136	37.59857835
1137	37.59825476
1138	37.59023852
1139	37.58288988
1140	37.57309239
1141	37.57271753
1142	37.56869742
1143	37.56869742
1144	37.56070843
1145	37.56048227
1146	37.5592435
1147	37.55435366
1148	37.55434636
1149	37.55330878
1150	37.55220111
1151	37.55211209
1152	37.55151519
1153	37.55144952
1154	37.54310652
1155	37.53501279
1156	37.53469012
1157	37.53465361
1158	37.53465653
1159	37.53465069
1160	37.53464339
1161	37.52615646
1162	37.52615792
1163	37.52614331
1164	37.52613455
1165	37.52613455
1166	37.52613455
1167	37.52102423
1168	37.51575252
1169	37.5005789
1170	37.4934875
1171	37.47441648
1172	37.46974666
1173	37.46643663
1174	37.46602414
1175	37.46571989
1176	37.46506895
1177	37.46489488
1178	37.46488318
1179	37.46488318
1180	37.46482905
1181	37.46477347
1182	37.46477347
1183	37.46477347
1184	37.46477347
1185	37.46052525
1186	37.4540774
1187	37.45407447
1188	37.45406862
1189	37.45406862
1190	37.45406715
1191	37.44560293
1192	37.44368417
1193	37.44010544
1194	37.43694942
1195	37.43694211
1196	37.43694211
1197	37.42563918
1198	37.42563918
1199	37.42562453
1200	37.41816741
1201	37.41816595
1202	37.41816595
1203	37.41801948
1204	37.40677384
1205	37.39844692
1206	37.39821538
1207	37.38436914
1208	37.38435888
1209	37.38432663
1210	37.3561962
1211	37.35581037
1212	37.35487877
1213	37.3393521
1214	37.33916423
1215	37.33879877
1216	37.33845972
1217	37.33823662
1218	37.33170452
1219	37.32202758
1220	37.30933995
1221	37.30452019
1222	37.29759868
1223	37.29755754
1224	37.29753697
1225	37.29729306
1226	37.29716228
1227	37.2797667
1228	37.27915221
1229	37.2789361
1230	37.26725144
1231	37.26713085
1232	37.2670485
1233	37.26103342
1234	37.26103047
1235	37.25975968
1236	37.25963466
1237	37.25961995
1238	37.226748
1239	37.21852805
1240	37.19131551
1241	37.19131109
1242	37.19115784
1243	37.18945584
1244	37.18945142
1245	37.17989664
1246	37.16913776
1247	37.16912744
1248	37.16057767
1249	37.15922675
1250	37.15915891
1251	37.15890966
1252	37.15890966
1253	37.15173681
1254	37.15101547
1255	37.15071749
1256	37.15071011
1257	37.14922754
1258	37.13597616
1259	37.12539498
1260	37.12357924
1261	37.11294137
1262	37.11293399
1263	37.09464684
1264	37.08340805
1265	37.08292184
1266	37.07590575
1267	37.05833532
1268	37.05829392
1269	37.03859192
1270	37.03858896
1271	37.02172174
1272	37.0172998
1273	37.0168216
1274	37.01525075
1275	37.01042083
1276	37.0102535
1277	37.01025054
1278	37.00963454
1279	37.00943167
1280	37.00924065
1281	37.00918141
1282	37.00737626
1283	37.0073733
1284	36.98478889
1285	36.97885238
1286	36.96455847
1287	36.96455699
1288	36.96391353
1289	36.96380827
1290	36.96366149
1291	36.96365852
1292	36.96365704
1293	36.96337089
1294	36.96335162
1295	36.94330082
1296	36.93591101
1297	36.92627134
1298	36.92626837
1299	36.91981182
1300	36.91980737
1301	36.91980143
1302	36.90576976
1303	36.89122767
1304	36.89117864
1305	36.87074079
1306	36.86874008
1307	36.86865833
1308	36.86862117
1309	36.86861522
1310	36.86857657
1311	36.86831347
1312	36.86804739
1313	36.85974448
1314	36.85947834
1315	36.83987679
1316	36.83596267
1317	36.83577521
1318	36.83512505
1319	36.83512207
1320	36.83433501
1321	36.83418028
1322	36.83351074
1323	36.83271472
1324	36.83265818
1325	36.83265818
1326	36.81782524
1327	36.81781184
1328	36.81697678
1329	36.8096167
1330	36.80945144
1331	36.79435147
1332	36.79107154
1333	36.76776403
1334	36.76769993
1335	36.76761795
1336	36.75454809
1337	36.73228119
1338	36.7172256
1339	36.71683902
1340	36.71682708
1341	36.71664946
1342	36.71654796
1343	36.71654199
1344	36.71610166
1345	36.71607181
1346	36.70175619
1347	36.70174424
1348	36.70108871
1349	36.68219138
1350	36.68212265
1351	36.6820106
1352	36.68076308
1353	36.68005937
1354	36.68004144
1355	36.68001305
1356	36.67163618
1357	36.66878468
1358	36.64952825
1359	36.64947592
1360	36.64947592
1361	36.64947143
1362	36.64940414
1363	36.64936825
1364	36.63864953
1365	36.63459424
1366	36.63439378
1367	36.63439378
1368	36.63427261
1369	36.63426812
1370	36.63412301
1371	36.63412301
1372	36.6340138
1373	36.63127756
1374	36.63024076
1375	36.62082442
1376	36.62072116
1377	36.61667136
1378	36.61645135
1379	36.61421522
1380	36.61421223
1381	36.61419726
1382	36.61332013
1383	36.61331265
1384	36.61039823
1385	36.61039823
1386	36.61033835
1387	36.59440743
1388	36.59431907
1389	36.57829277
1390	36.57688439
1391	36.56756221
1392	36.54758668
1393	36.54757468
1394	36.54398767
1395	36.53513711
1396	36.53138386
1397	36.53135536
1398	36.53134486
1399	36.53126985
1400	36.53126835
1401	36.51564362
1402	36.51560009
1403	36.50446377
1404	36.50441423
1405	36.50441573
1406	36.50436769
1407	36.48875848
1408	36.48124656
1409	36.48116093
1410	36.48110835
1411	36.48086649
1412	36.48084546
1413	36.48084546
1414	36.48084546
1415	36.48084395
1416	36.48084395
1417	36.47034018
1418	36.46447171
1419	36.46447171
1420	36.44485922
1421	36.4393085
1422	36.42400242
1423	36.41691657
1424	36.41691205
1425	36.41663365
1426	36.41663064
1427	36.41598653
1428	36.41598653
1429	36.41598202
1430	36.39631931
1431	36.39628919
1432	36.37906843
1433	36.37901721
1434	36.37901269
1435	36.35920789
1436	36.35918076
1437	36.35918076
1438	36.34429783
1439	36.34427069
1440	36.34424355
1441	36.32991415
1442	36.32990359
1443	36.32972559
1444	36.32255798
1445	36.32255647
1446	36.32248103
1447	36.32228941
1448	36.32228791
1449	36.32228187
1450	36.32228187
1451	36.32228036
1452	36.32223208
1453	36.31784267
1454	36.31698857
1455	36.30525394
1456	36.30525394
1457	36.30525394
1458	36.30525243
1459	36.30424255
1460	36.30423953
1461	36.30421991
1462	36.30363419
1463	36.30362664
1464	36.30140446
1465	36.30140295
1466	36.27917213
1467	36.27794701
1468	36.27794097
1469	36.27794248
1470	36.27793795
1471	36.26247156
1472	36.25298842
1473	36.2404437
1474	36.23872729
1475	36.23872426
1476	36.23854884
1477	36.23656616
1478	36.2262094
1479	36.22618671
1480	36.22617914
1481	36.22562393
1482	36.22562242
1483	36.22397188
1484	36.22376612
1485	36.2216737
1486	36.22163587
1487	36.22159805
1488	36.22159805
1489	36.22156173
1490	36.20062018
1491	36.17996643
1492	36.17319639
1493	36.17318275
1494	36.15676062
1495	36.15039556
1496	36.14994379
1497	36.14301346
1498	36.14297252
1499	36.14246759
1500	36.13974873
1501	36.13961528
1502	36.13956979
1503	36.13917096
1504	36.13917096
1505	36.13916186
1506	36.13844154
1507	36.12751662
1508	36.12743319
1509	36.11224987
1510	36.11224684
1511	36.1122438
1512	36.11213605
1513	36.11118755
1514	36.11117996
1515	36.1104955
1516	36.1104955
1517	36.11048184
1518	36.10998404
1519	36.10955302
1520	36.0818094
1521	36.06887695
1522	36.06678466
1523	36.06678162
1524	36.06677706
1525	36.06617837
1526	36.05884135
1527	36.04083896
1528	36.03570354
1529	36.03567921
1530	36.03567769
1531	36.01667772
1532	36.0144561
1533	36.00334134
1534	35.9964041
1535	35.99639497
1536	35.98943355
1537	35.98912595
1538	35.98912595
1539	35.98900717
1540	35.97373953
1541	35.97373953
1542	35.97373953
1543	35.9666305
1544	35.96458407
1545	35.96087033
1546	35.96084899
1547	35.96058839
1548	35.95938899
1549	35.95734062
1550	35.95281368
1551	35.95181829
1552	35.95167195
1553	35.94673571
1554	35.94673571
1555	35.94658478
1556	35.94625394
1557	35.94518366
1558	35.94495649
1559	35.94491685
1560	35.94242548
1561	35.93988971
1562	35.93984854
1563	35.93985007
1564	35.93985007
1565	35.93818945
1566	35.93179939
1567	35.93179939
1568	35.93179939
1569	35.9278321
1570	35.91936983
1571	35.91935305
1572	35.91773573
1573	35.9177342
1574	35.91772962
1575	35.89918475
1576	35.89917254
1577	35.88451576
1578	35.88303432
1579	35.8830053
1580	35.87015702
1581	35.86821051
1582	35.86652213
1583	35.8662532
1584	35.86195163
1585	35.84568505
1586	35.82389044
1587	35.8190544
1588	35.8190544
1589	35.8187637
1590	35.81873157
1591	35.81872392
1592	35.81859387
1593	35.81835212
1594	35.81828939
1595	35.81825267
1596	35.81797879
1597	35.81054041
1598	35.80570716
1599	35.80495258
1600	35.80451023
1601	35.80164783
1602	35.80129576
1603	35.80129576
1604	35.77489862
1605	35.77489096
1606	35.7680657
1607	35.7676137
1608	35.76745588
1609	35.75155712
1610	35.75146975
1611	35.74349317
1612	35.73192909
1613	35.73177112
1614	35.72954251
1615	35.72849028
1616	35.72848415
1617	35.72848415
1618	35.72037355
1619	35.72029224
1620	35.72028764
1621	35.71653929
1622	35.71653162
1623	35.71645643
1624	35.71514756
1625	35.71495729
1626	35.71495729
1627	35.7088465
1628	35.70883269
1629	35.70852728
1630	35.69782235
1631	35.697807
1632	35.69761971
1633	35.69760128
1634	35.69759361
1635	35.69716835
1636	35.69713611
1637	35.68899536
1638	35.66804996
1639	35.66787173
1640	35.65895125
1641	35.65890822
1642	35.65883291
1643	35.65483833
1644	35.65483833
1645	35.65483679
1646	35.65483525
1647	35.65475379
1648	35.65472151
1649	35.65462314
1650	35.63937833
1651	35.63876784
1652	35.63036612
1653	35.6301877
1654	35.63017386
1655	35.62960013
1656	35.62956937
1657	35.62940171
1658	35.62481772
1659	35.62130702
1660	35.62063931
1661	35.61254878
1662	35.60228757
1663	35.59571404
1664	35.59571404
1665	35.59423291
1666	35.5937941
